GEN_OK ready 293 · publishing 293 (skip already applied/qarth)

[WALMART][STORE1] token issued, expires at 2026-07-13T00:00:39.690Z
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 232ms, cid=46d0ec99-bd9c-4762-8ee2-50f1bd78feeb)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 287ms, cid=609a1a3f-6fc4-47d2-9f61-c205d646d22e)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 404ms, cid=2278f168-df4f-4acc-8a37-4f38aec7cdf3)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 293ms, cid=8b6177de-70d5-4502-b129-00c3bf4cfdcc)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 248ms, cid=801cb710-f256-46ca-beb4-93c60575ac76)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 340ms, cid=c74007dd-aa2a-4fbe-a23a-a23c2e68c421)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 393ms, cid=b70bc56c-76f0-4be9-8586-c9bc7bd6d525)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 617ms, cid=ee27ac6c-82e0-423f-a84f-1bcc7d898274)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 309ms, cid=fbc720bd-b4a2-45fc-a6c9-2735b4759c53)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 325ms, cid=d4ed6f4a-6afa-4eec-a192-0b56781f0a47)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 406ms, cid=c7568a79-5020-49f9-817d-a4a0717f6e65)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 277ms, cid=e778b6ad-3950-4430-b3eb-d70a29d5065c)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 442ms, cid=96e9f459-b193-4cc2-9021-f4934c21c027)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 451ms, cid=f16ee9d9-63e3-4bea-9683-b48c04e9ad1a)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 418ms, cid=2286f710-0da5-4fd6-8049-8a0a3d5c9938)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 516ms, cid=b5c5c24c-3791-4892-9e6e-6580ea886fce)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 335ms, cid=87571180-065e-4fe5-9e49-1984cee1e6f1)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 271ms, cid=546534e8-b198-4ef3-a5e6-f63c932c8bfc)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 271ms, cid=2f281e87-7f98-45ac-bc80-620050267181)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 341ms, cid=1d448c4b-70b9-403c-a9d0-4f59fa88a674)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 462ms, cid=e50aa62d-5a9d-41ff-b0c5-e555f3e874b4)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 305ms, cid=eb9caca6-22e4-436c-b59b-c77a10f7a543)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 242ms, cid=8f57ec52-4076-4e84-b209-d56f8bcc833f)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 519ms, cid=94c112bf-92dd-4451-be17-a5e236401d09)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 374ms, cid=bda4a68a-76b2-4a62-84bf-1958f4c02855)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 331ms, cid=e40f74a0-7e63-4f9a-90d0-38e80fd55528)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 409ms, cid=6afc731e-553e-4aa3-a3c7-26f5e53a45ce)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 338ms, cid=054fa0a0-3998-4669-825d-0f0b32f61291)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 353ms, cid=17dbddfe-b0d0-423d-b409-d06ed9ceaee7)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 311ms, cid=8567be08-da0d-4691-9a69-ec7a32df6076)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 408ms, cid=41870dd2-aad9-4e2b-af27-fa5c12b7ea4a)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 349ms, cid=c1fb5a62-4989-4225-9581-8773ed174512)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 271ms, cid=570f9f91-3ea4-40e3-825f-674fb30b8e68)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 254ms, cid=a6807843-257a-4b41-95d9-3e50df1b12fe)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 235ms, cid=97ea5fc7-1d6d-4862-8ce5-5e743da4fa24)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 350ms, cid=f73e54af-6f43-4379-ab87-2133d4c0a037)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 317ms, cid=016341e0-c386-492a-adc4-31e0383714a1)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 292ms, cid=f99cba88-f480-4333-8690-d07110547f5e)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 235ms, cid=b8b1f573-d89a-4287-806b-6413f44b4e7b)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 344ms, cid=fe9846f3-c112-489e-a02e-6dfe8d0e8316)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 334ms, cid=9da22edb-14bb-4b22-9b5a-5c8406c26a88)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 469ms, cid=b23b3655-045d-4ce1-af55-c68413427753)
[WALMART][STORE1] token issued, expires at 2026-07-13T00:26:50.566Z
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 253ms, cid=9c781611-ff77-4f9c-b33b-6b0efa8fc796)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 238ms, cid=b2c08be1-9509-4977-9141-f7d253e4ef68)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 952ms, cid=b54e40f8-8a81-4a33-915b-969910385599)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 370ms, cid=6dc22bb1-be07-44b9-8688-90707eaa9c35)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 861ms, cid=49afae29-94da-4ced-a826-98d325043548)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 252ms, cid=e07faae1-12b4-428e-b83b-07bb905c6307)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 550ms, cid=212eee4c-511d-4f57-b672-6919bd535220)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 375ms, cid=48a52666-4986-4e8c-97b6-f910b5418316)
[WALMART][STORE1] GET /v3/feeds/18C1B05087A75A14B1C72C88C4DE4058%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 510ms, cid=4afb799b-5f3f-4f57-8518-97919382e3af)
  batch 2/6: INPROGRESS at budget — marked submitted
[WALMART][STORE1] POST /v3/feeds?feedType=MP_MAINTENANCE → 200 (tokens: 9, 444ms, cid=c40076e6-99d9-4ee5-8deb-8f5488804547)
  batch 3/6: feed 18C1B124D9F45539… (50) draining…
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 401ms, cid=68f5fbf0-2f33-45b2-a35c-33372dc68481)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 470ms, cid=1daa2950-9a35-4427-a591-404851a8ca1b)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 386ms, cid=38870a8f-6058-4158-b5fb-84ab9a3e11c6)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 265ms, cid=9adeb3b7-bde7-4794-8048-6acf60239c02)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 584ms, cid=7dbfe312-e6e5-40b3-937e-50a9857ed2e7)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 340ms, cid=cab67648-65da-4979-878e-28d8e558d9cb)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 232ms, cid=19fd3eae-243c-4ddd-b878-18844eb4c562)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 483ms, cid=35429ac3-821f-49c1-b777-79ec87fc53d5)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 354ms, cid=8e54ecd3-b605-42ff-be29-e29bd385dc5a)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 538ms, cid=1850a339-23a4-4837-950f-44a48a80ff2e)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 238ms, cid=a82b7914-71b2-4747-9181-0e3dea1b2129)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 263ms, cid=328de3e4-a8c1-4487-9c2b-3edd38ed61da)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 256ms, cid=96d19e9f-9946-49ce-ac75-4c91abf90a20)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 278ms, cid=487e1957-1d49-4df5-9517-a7c26f9f4324)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 424ms, cid=fd310a37-46b2-437e-bcff-3b9b07e419eb)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 305ms, cid=95957ca6-b2f8-4993-bcc6-74d9e1b5e308)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 529ms, cid=f6927b75-5928-45ca-b547-c8652ed8121f)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 372ms, cid=8b81cc6d-c917-4c32-aa0e-6b13bb9dad82)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 492ms, cid=7b155a1e-715d-47a2-9100-8785803f20d8)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 283ms, cid=73b93500-0274-4eda-927d-4717b5d44864)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 278ms, cid=a6ec07b9-e922-4924-a718-705b6775781f)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 455ms, cid=aa61af67-2700-4f14-bdf9-9fdb5be3c58c)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 232ms, cid=8c694086-23f0-47cd-a376-1924c340cc4c)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 266ms, cid=890466d3-d93f-4d3c-b955-7cc169c402a3)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 426ms, cid=10298b54-fec6-44b7-ad3b-f05f8fb32809)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 602ms, cid=779e3a96-5c3e-45b4-b251-98301afa4dbc)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 428ms, cid=6e563efe-600c-454d-baa4-91a66f7a3891)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 399ms, cid=c056ef9b-03fb-4a1a-ae3f-b75e4a9ae221)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 471ms, cid=794616ee-4065-483b-870d-4015aec080e8)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 251ms, cid=97184178-ad50-4013-b19a-5d207feab1f7)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 227ms, cid=9c251131-71fd-4595-a371-3175e3b8827f)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 425ms, cid=789f17a5-4118-42cc-9c76-e56c3c5b301c)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 268ms, cid=600fbc18-a591-4881-b71e-e363fca0940e)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 421ms, cid=469f22d3-3e60-484f-b0cb-63af8ca2cda6)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 306ms, cid=e22ef3a6-de74-45bd-b843-9766821bbc49)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 241ms, cid=a97139f2-af08-4a24-ad83-bdf9121b6855)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 249ms, cid=2089165d-1bd5-407f-baeb-eea9bf38a5ee)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 259ms, cid=d7a8fa1f-cfe3-4702-a9d0-9629d06584ea)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 330ms, cid=a4a0b507-eb5c-4e0f-8da4-de3833436b90)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 250ms, cid=cadadea6-788b-4d00-88e1-3a6aa732e322)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 398ms, cid=058249f6-d28c-4155-b4ab-a5199e346ef3)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 488ms, cid=5b6f3e41-c30a-4127-8601-bc0275527129)
[WALMART][STORE1] token issued, expires at 2026-07-13T00:39:59.778Z
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 392ms, cid=8060d06e-e3a9-4d73-92b8-3e3d84ff409b)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 479ms, cid=534e6dce-7d6f-4831-8950-8b4c67f12fc1)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 604ms, cid=db4ae7c8-98ae-472e-9fae-ee98df8d6762)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 378ms, cid=5a20bdd4-9de5-4aa4-96f1-e695da733ba3)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 337ms, cid=ec195c20-6a0f-4d75-8423-ad84ef6592bc)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 431ms, cid=7249701c-ee86-4c6d-9634-0f140abaccbf)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 255ms, cid=e319519b-3553-432b-8f2a-ecad78b0095f)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 270ms, cid=4096fda7-b94c-4b36-8afe-f831566e20b2)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 663ms, cid=ed95d2ec-1548-4b39-897a-83d94def664a)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 371ms, cid=d9bdcc8d-1c70-4315-9559-35469f55adca)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 380ms, cid=8b6b139c-5fb8-47e8-ad54-be9b1a5bb546)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 371ms, cid=e75f3c69-ba50-42da-ad79-245a597659c4)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 350ms, cid=ee4e9a90-600a-47af-a1c6-7e2af08ceb3d)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 409ms, cid=d45ffef2-7e63-42c7-afa2-0c84529a7e53)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 396ms, cid=ec9e530f-ef11-4bf7-b8bf-32ccc21cf363)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 453ms, cid=25adf4d8-306a-4db9-8de9-74a32fbdf44f)
[WALMART][STORE1] GET /v3/feeds/18C1B124D9F45539BE9D7220E0DCF5DD%40AX8BBgA?includeDetails=true → 200 (tokens: 832, 460ms, cid=70934dd9-ea35-4a1a-8ad9-b8c10fbb2833)
  batch 3/6: INPROGRESS at budget — marked submitted
[WALMART][STORE1] POST /v3/feeds?feedType=MP_MAINTENANCE → 200 (tokens: 9, 546ms, cid=4fa56075-0979-4c81-b199-d278bd470d2c)
  batch 4/6: feed 18C1B1F9B719520D… (50) draining…
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 436ms, cid=51ece21d-0eb5-44e5-b778-51a6144c8d53)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 345ms, cid=73c9b826-a9b3-4a38-b237-5600b063221d)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 396ms, cid=6cb9c91e-8c04-4849-94e0-951076bdaace)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 340ms, cid=f4db0336-16aa-4564-8b71-d1b89eb8ab6d)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 315ms, cid=6df69040-68ca-4053-9625-d7cffe697556)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 312ms, cid=f459b8e9-9ca2-4c98-8489-372d0dcf75c4)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 338ms, cid=3725a5da-058f-46aa-9399-acb965258d5f)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 390ms, cid=cd6a5a06-99db-4db2-abb4-b2b732c8d05d)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 384ms, cid=356b38a6-f32a-4a8b-b977-bdd006a33906)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 457ms, cid=212cb061-bb03-4bd5-9705-ef6db02156bb)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 358ms, cid=034cb7bb-4439-4830-bf2f-09deeabb1c6c)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 620ms, cid=35de9967-ca00-46ee-b848-07f989384f35)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 337ms, cid=f9150933-f053-4ce2-9f7c-d27d08c31f99)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 402ms, cid=b56efdd4-d410-4fa0-b009-870ab83afc87)
[WALMART][STORE1] GET /v3/feeds/18C1B1F9B719520D902B5EBA49143A79%40AX8BBwA?includeDetails=true → 200 (tokens: 832, 343ms, cid=33728e60-a9fa-415c-a3f8-fdb7229cca70)
