ordinal,sku,asin,decision,severity,effective_total_units,previous_effective_decision,newly_discovered_false_keep,reason_codes,reuse_donor_status,asset_sha256,asset_local_path,title,observation
90,QP-ASAD-PTLX,B0H85DG2JQ,REPAIR,BLOCKING_DEFECT,24,REGENERATE,false,FICTIONAL_OR_ALTERED_PACKAGE_ART|GENERIC_OR_UNBRANDED_PACKAGE,,c7197b56b2bfba023856875c4661041eca8f53136edb0b5be4be800e951debac,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/090-QP-ASAD-PTLX-B0H85DG2JQ-c7197b56b2bf.jpg,"Uncrustables Frozen Sandwich Variety Pack, Whole Wheat Peanut Butter & Strawberry Jam and Peanut Butter & Apple Cinnamon Jelly Protein, 24 Count","Visible package art is fabricated, corrupted, or materially altered from reviewed genuine art. Visible package is generic or lacks authentic readable Smucker's/Uncrustables identity."
91,QW-ASRZ-SYKC,B0H83MDDBL,KEEP,VISUAL_PASS,120,KEEP,false,,,eea2b2355a2a11fa55a35051742bea4e37d644072beb728117eb28b5e0208b97,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/091-QW-ASRZ-SYKC-B0H83MDDBL-eea2b2355a2a.jpg,"Uncrustables Frozen Peanut Butter Sandwich, Individually Wrapped, 120 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
92,QX-AS89-H8YC,B0H82RQ226,KEEP,VISUAL_PASS,24,KEEP,false,,,efe39efc6ba505b24bfc2a142a59ada3be5cb54ee8caae5611cf4f607dab2425,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/092-QX-AS89-H8YC-B0H82RQ226-efe39efc6ba5.jpg,"Uncrustables Frozen Peanut Butter & Apple Cinnamon Jelly Sandwiches, 2.8 oz Each, 12g Protein, 24 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
93,QX-ASS6-4T4F,B0H83B6TYP,KEEP,VISUAL_PASS,90,KEEP,false,,,84507ce6a672937db639e49f632d24979b8e6d0142852cafad42e20952a88b7a,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/093-QX-ASS6-4T4F-B0H83B6TYP-84507ce6a672.jpg,"Uncrustables Chocolate Flavored Hazelnut Spread Frozen Sandwiches, Individually Wrapped, 90 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
94,RB-ASVO-GYCY,B0H859N8VM,REPAIR,BLOCKING_DEFECT,24,KEEP,true,FICTIONAL_OR_ALTERED_PACKAGE_ART|GENERIC_OR_UNBRANDED_PACKAGE,,7bb8529b296b574da1ea71c84d1b935875e3d707e0959a30dd1cac7435c06240,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/094-RB-ASVO-GYCY-B0H859N8VM-7bb8529b296b.jpg,"Uncrustables Frozen Peanut Butter Sandwich Variety Pack, Apple Cinnamon Jelly & Strawberry Jam, 24 Count","Visible package art is fabricated, corrupted, or materially altered from reviewed genuine art. Visible package is generic or lacks authentic readable Smucker's/Uncrustables identity."
95,RH-ASWA-ER34,B0H85JR6WN,REPAIR,BLOCKING_DEFECT,24,KEEP,true,CARTON_COUNT_MATH_MISMATCH,,a5aea0c3ada43ebd9ad4dadb8eac51bef22425cd8a7c8c3fc2cc99e70c3ffac5,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/095-RH-ASWA-ER34-B0H85JR6WN-a5aea0c3ada4.jpg,"Uncrustables Frozen Sandwiches Variety Pack, 24 Count - Peanut Butter & Honey Spread and Chocolate Flavored Hazelnut Spread",Visible retail-carton count/pack-size arithmetic does not exactly reconcile to every recipe quantity.
96,RL-AS64-Q8QX,B0H82LZLM2,REPAIR,BLOCKING_DEFECT,30,REGENERATE,false,FICTIONAL_OR_ALTERED_PACKAGE_ART|WRONG_NUTRITION_OR_VARIANT_TEXT,,016d2b0daf4efad42eb3af55230da484414cabc9cab39a8d55561438b94d4b5a,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/096-RL-AS64-Q8QX-B0H82LZLM2-016d2b0daf4e.jpg,"Uncrustables Morning Protein Peanut Butter & Mixed Berry Spread on Wheat Bread, 2.8 oz, 30 Count",The image invents 15-count Beamin' Berry cartons; the reviewed source is an 8-count carton.
97,RM-ASCV-DVA5,B0H822CVVL,REPAIR,BLOCKING_DEFECT,24,REGENERATE,false,RETAILER_BADGE_VISIBLE|MIXED_CARTON_PACK_COUNTS_SINGLE_FLAVOR,,fc60c412c32ab812203943b58240e1b5348f80f6e87b7cb741f8a95a0cb2eb1f,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/097-RM-ASCV-DVA5-B0H822CVVL-fc60c412c32a.jpg,"Uncrustables Peanut Butter & Chocolate Flavored Spread Sandwiches, 2 oz Each, Frozen, 24 Count",Single flavor is represented as 10 + 10 + 4 cartons and the 10-count cartons retain Walmart badges.
98,RN-ASLP-VH3X,B0H82JYZQH,REPAIR,BLOCKING_DEFECT,30,KEEP,true,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,,e0bce1b554185359178ab8125054819eaae727d25f62ab68c017ebc9f3643caf,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/098-RN-ASLP-VH3X-B0H82JYZQH-e0bce1b55418.jpg,"Smucker's Uncrustables Frozen Whole Wheat Peanut Butter & Grape Jelly Sandwiches, 2 oz Each, 30 Count",Every purported grape wrapper visibly retains a 4-count retail-carton badge.
99,RQ-AS0L-9B45,B0H85MQLHG,REPAIR,BLOCKING_DEFECT,24,REGENERATE,false,WRONG_NUTRITION_OR_VARIANT_TEXT|VISIBLE_UNIT_COUNT_NOT_RECONCILED,,0a5998261f436a8b6bf83bdf5bacba8385b6eb1453183b947189f7bbcf9b6fc0,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/099-RQ-AS0L-9B45-B0H85MQLHG-0a5998261f43.jpg,"Uncrustables Frozen Sandwiches Variety Pack, Peanut Butter & Honey and Peanut Butter & Apple Cinnamon Jelly Protein, 24 Count","The Apple wrappers visibly show 6g rather than the selected 12g Protein variant, and the visible unit rows exceed 12 + 12."
100,RQ-AS78-STLZ,B0H85GR968,REPAIR,BLOCKING_DEFECT,24,KEEP,true,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER|VISIBLE_UNIT_COUNT_NOT_RECONCILED,INVALID_FOR_REUSE,963cd9952ff50dbffdf5e7fd9b7e1059df18dd8a3e5ff8b1b9829a9b1d95b097,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/100-RQ-AS78-STLZ-B0H85GR968-963cd9952ff5.jpg,"Uncrustables Frozen Sandwich Variety Pack, 24 Count - Peanut Butter and Morning Protein Peanut Butter & Mixed Berry Spread",The purported wrappers retain 4-count retail-carton badges; only 8 + 8 visible units are shown for a 12 + 12 recipe.
101,RQ-ASM7-T9NN,B0H83HNB3B,REPAIR,BLOCKING_DEFECT,90,KEEP,true,VISIBLE_UNIT_COUNT_NOT_RECONCILED,,82d6d62dbe748e202c9f45f8a2de3c3a874258175a5ee2bf2a79b9778b2e087f,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/101-RQ-ASM7-T9NN-B0H83HNB3B-82d6d62dbe74.jpg,"Smucker's Uncrustables Whole Wheat Peanut Butter & Grape Jelly Sandwiches, 2 oz, Frozen, 90 Count",Visible individual-unit quantities do not reconcile to the recipe quantity/components.
102,RR-ASG1-JVKV,B0H8361PYX,REPAIR,BLOCKING_DEFECT,45,KEEP,true,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,,dbcb745c5b488cf05c3a32d44487ee1aa8538c2411935daf3c16a468ba747e60,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/102-RR-ASG1-JVKV-B0H8361PYX-dbcb745c5b48.jpg,"Uncrustables Whole Wheat Peanut Butter & Strawberry Jam Sandwich, 45 Count, Individually Wrapped, Frozen",Every purported strawberry wrapper visibly retains a 4-count retail-carton badge.
103,RS-AS47-M3K3,B0H87748WJ,REPAIR,BLOCKING_DEFECT,24,REGENERATE,false,NO_APPROVED_COOLER_SCENE,,403c79ba73d02fe0d458284cb3bb22a6a4591e223c5094e089ec65636ef726aa,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/103-RS-AS47-M3K3-B0H87748WJ-403c79ba73d0.jpg,"Uncrustables Frozen Sandwich Variety Pack, Chocolate Flavored Hazelnut Spread & Peanut Butter Grape Jelly, 24 Count",The approved Salutem cooler/gel-pack frozen-shipping scene is absent.
104,RU-ASC3-4TUS,B0H83SJFR7,REPAIR,BLOCKING_DEFECT,24,KEEP,true,CARTON_COUNT_MATH_MISMATCH,,c407a3374a4d56a41a1844c056b6c35e2a8561611d84f459256dd642668879db,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/104-RU-ASC3-4TUS-B0H83SJFR7-c407a3374a4d.jpg,"Uncrustables Frozen Peanut Butter Sandwich Variety, Strawberry Jam Protein & Honey Spread, 24 Count",Visible retail-carton count/pack-size arithmetic does not exactly reconcile to every recipe quantity.
105,RY-ASMO-6N4F,B0H8493HNR,KEEP,VISUAL_PASS,24,KEEP,false,,,5ce519f944e6e2f74331560b14c9e6753712079d4e763698c9b1c8cb50bbb56c,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/105-RY-ASMO-6N4F-B0H8493HNR-5ce519f944e6.jpg,"Uncrustables Peanut Butter & Raspberry Spread and Peanut Butter & Honey Spread Frozen Sandwiches, 2 oz Each, 24 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
106,RY-ASO3-24Q2,B0H84XMG42,REPAIR,BLOCKING_DEFECT,24,KEEP,true,VISIBLE_UNIT_COUNT_NOT_RECONCILED,INVALID_FOR_REUSE,d596dece64ba6e143531819ad38cefd532f38b67fd7cf5c1f74f446af0cbe9d6,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/106-RY-ASO3-24Q2-B0H84XMG42-d596dece64ba.jpg,"Uncrustables Frozen Sandwich Variety Pack, Peanut Butter & Honey and Morning Protein Peanut Butter & Mixed Berry, 24 Count","Approximately 20 honey plus 20 mixed-berry wrappers are visible, not the required 12 + 12."
107,RZ-AS26-WLRM,B0H85PJ516,KEEP,VISUAL_PASS,24,KEEP,false,,,d30551fb1c2e5738c2bf526fd59c7f37695f82e113724bc9bbd7199bb2e6f8e9,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/107-RZ-AS26-WLRM-B0H85PJ516-d30551fb1c2e.jpg,"Uncrustables Frozen Sandwiches Variety Pack, Chocolate Flavored Hazelnut Spread and Peanut Butter Blackberry, 24 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
108,SA-ASCK-J2B2,B0H82XP1MM,REPAIR,BLOCKING_DEFECT,45,KEEP,true,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,,568c9dbeabd4c66145254de843cf713c662fb701728e1ff5814266503e2cb4fc,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/108-SA-ASCK-J2B2-B0H82XP1MM-568c9dbeabd4.jpg,"Uncrustables Frozen Peanut Butter & Apple Cinnamon Jelly Sandwiches, 12g Protein, 2.8 oz, 45 Count",Every purported Up & Apple wrapper retains the retail 8-count/NEW badge.
109,SA-ASDW-SNEW,B0H82SMZ2M,REPAIR,BLOCKING_DEFECT,45,KEEP,true,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,,1ec89af13f2ee2155f5728ced342993d5329774d003d500b7ff213ce82a9a764,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/109-SA-ASDW-SNEW-B0H82SMZ2M-1ec89af13f2e.jpg,"Uncrustables Peanut Butter & Mixed Berry Spread Sandwiches, 2 oz Each, Frozen, 45 Count","Every purported Red, White & Berry wrapper visibly retains a 4-count retail-carton badge."
110,SC-ASH8-4RQG,B0H856DWVS,REPAIR,BLOCKING_DEFECT,24,REGENERATE,false,MISSING_RECIPE_COMPONENT|FICTIONAL_OR_ALTERED_PACKAGE_ART|GENERIC_OR_UNBRANDED_PACKAGE,,922a0ab21a15a4bc319729d422158edacd2407f458159e2eaaa00d1e48c1945b,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/110-SC-ASH8-4RQG-B0H856DWVS-922a0ab21a15.jpg,"Uncrustables Frozen Sandwiches, Peanut Butter & Apple Cinnamon Jelly and Peanut Butter & Blueberry, 24 Count","At least one required recipe component is not visibly represented. Visible package art is fabricated, corrupted, or materially altered from reviewed genuine art. Visible package is generic or lacks authentic readable Smucker's/Uncrustables identity."
111,SG-AS32-LZ9Y,B0H8564C6D,REPAIR,BLOCKING_DEFECT,24,KEEP,true,CARTON_COUNT_MATH_MISMATCH,,db99dbd1972691b5744c32838803844333f3fb7c975eb99deb76f2fc6c29a129,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/111-SG-AS32-LZ9Y-B0H8564C6D-db99dbd19726.jpg,"Uncrustables Peanut Butter & Raspberry Spread and Peanut Butter & Chocolate Flavored Spread Sandwiches, 24 Count, 2 oz Each, Frozen",Visible retail-carton count/pack-size arithmetic does not exactly reconcile to every recipe quantity.
112,SG-ASLB-M2DG,B0H84PFKYC,REPAIR,BLOCKING_DEFECT,24,KEEP,true,CARTON_COUNT_MATH_MISMATCH,,9b04ed4a9c2a11a1110b9aa3ea33a1a6e1884195708309d044dd2c077cd8d6e0,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/112-SG-ASLB-M2DG-B0H84PFKYC-9b04ed4a9c2a.jpg,"Uncrustables - Peanut Butter Sandwich Variety Pack, Frozen, 2 oz Each, 24 Count, Raspberry Spread & Grape Jelly",Visible retail-carton count/pack-size arithmetic does not exactly reconcile to every recipe quantity.
113,SH-ASO0-PW37,B0H83ZH3TB,REPAIR,BLOCKING_DEFECT,24,REGENERATE,false,WRONG_FLAVOR_VISIBLE|MISSING_RECIPE_COMPONENT|FICTIONAL_OR_ALTERED_PACKAGE_ART|WRONG_NUTRITION_OR_VARIANT_TEXT,,0c42babddbb923ddf7829ba429a749d50311b483429eaae0e1ec33df80417b82,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/113-SH-ASO0-PW37-B0H83ZH3TB-0c42babddbb9.jpg,"Uncrustables Frozen Crustless Sandwiches Variety Pack, Peanut Butter & Strawberry Jam and Peanut Butter & Grape Jelly, 24 Count","At least one visible product/flavor is not the exact recipe product. At least one required recipe component is not visibly represented. Visible package art is fabricated, corrupted, or materially altered from reviewed genuine art. Visible package text/nutrition identifies the wrong product variant."
114,SS-AS9K-U9TV,B0H831889Q,REPAIR,BLOCKING_DEFECT,45,KEEP,true,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,,3dc42751657d5a691cebbbebcb4738a65998d7eccba49613158bc8d1c731453e,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/114-SS-AS9K-U9TV-B0H831889Q-3dc42751657d.jpg,"Uncrustables Peanut Butter & Chocolate Flavored Spread Sandwiches, 2 oz Each, Frozen, 45 Count",Every purported peanut-butter chocolate wrapper visibly retains a 4-count retail-carton badge.
115,SU-ASS4-RV6R,B0H853HGHC,REPAIR,BLOCKING_DEFECT,24,KEEP,true,WRONG_FLAVOR_VISIBLE|MISSING_RECIPE_COMPONENT|FICTIONAL_OR_ALTERED_PACKAGE_ART,,4b496dc05906b11d852353bac3deb9dddbeb937c7be52c3e3d50a4f67ee172ec,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/115-SU-ASS4-RV6R-B0H853HGHC-4b496dc05906.jpg,"Uncrustables Frozen Sandwich Variety Pack, 24 Count – Peanut Butter Apple Cinnamon Jelly Protein & Whole Wheat Grape Jelly","At least one visible product/flavor is not the exact recipe product. At least one required recipe component is not visibly represented. Visible package art is fabricated, corrupted, or materially altered from reviewed genuine art."
116,SV-AS87-D6SV,B0H83ZGN22,REPAIR,BLOCKING_DEFECT,24,REGENERATE,false,FICTIONAL_OR_ALTERED_PACKAGE_ART|WRONG_NUTRITION_OR_VARIANT_TEXT|GENERIC_OR_UNBRANDED_PACKAGE,,d0cf5a806b640e59a8260698c24cdf633072446fef824a7bd0b84989ab82fea8,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/116-SV-AS87-D6SV-B0H83ZGN22-d0cf5a806b64.jpg,"Uncrustables Frozen Peanut Butter & Strawberry Jam Sandwiches, 24 Count – Classic & 12g Protein Varieties, Individually Wrapped","Visible package art is fabricated, corrupted, or materially altered from reviewed genuine art. Visible package text/nutrition identifies the wrong product variant. Visible package is generic or lacks authentic readable Smucker's/Uncrustables identity."
117,SZ-ASPI-JFAT,B0H776M5B5,KEEP,VISUAL_PASS,24,KEEP,false,,,a6788be1cb2310fc1f49d5a71b270433cef5b973506a38107bd686835d53881e,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/117-SZ-ASPI-JFAT-B0H776M5B5-a6788be1cb23.jpg,"Uncrustables Frozen Peanut Butter & Blackberry Spread Sandwiches, 8oz/4ct - Pack of 6 (24 Sandwiches Total)","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
118,TH-AS6D-CCES,B0H845HSDZ,KEEP,VISUAL_PASS,24,KEEP,false,,,cdd5b1f216a865e4eb26334f8e6f633bd97bbc0940cc7d649d06d0f7d1f6d817,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/118-TH-AS6D-CCES-B0H845HSDZ-cdd5b1f216a8.jpg,"Uncrustables Peanut Butter & Raspberry Spread and Chocolate Hazelnut Spread Frozen Sandwiches, 2 oz Each, 24 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
119,TL-ASHN-ZRKG,B0H85P9F3R,REPAIR,BLOCKING_DEFECT,24,KEEP,true,VISIBLE_UNIT_COUNT_NOT_RECONCILED,INVALID_FOR_24_COUNT_REUSE,846005feea2a43108672aa5d4c65f272511d4332c5f7d449ba2ee437633c4e2b,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/119-TL-ASHN-ZRKG-B0H85P9F3R-846005feea2a.jpg,"Uncrustables Frozen Sandwiches Variety Pack, Chocolate Flavored Hazelnut Spread & Morning Protein Peanut Butter Mixed Berry, 24 Count","Exactly 8 hazelnut and 8 mixed-berry wrappers are visible (16 total), not the required 12 + 12 (24)."
120,TP-AS91-8PAZ,B0H835T5HN,KEEP,VISUAL_PASS,30,REGENERATE,false,,,ee8780cfa3d3a9f436939107d615026ca2132b392fe98bd3af1148b175101eaa,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/120-TP-AS91-8PAZ-B0H835T5HN-ee8780cfa3d3.jpg,"Uncrustables Peanut Butter & Mixed Berry Spread Frozen Crustless Sandwiches, 2 oz, 30 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
121,TQ-ASBR-96TC,B0H82BCZ44,KEEP,VISUAL_PASS,24,KEEP,false,,,8810e48b121e29ea5aaaf342203da4acab9f1e0a523fe24efec9a3b08c48b8b1,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/121-TQ-ASBR-96TC-B0H82BCZ44-8810e48b121e.jpg,"Smucker's Uncrustables Frozen Peanut Butter & Blueberry Sandwich, 2.8 oz Each, 24 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
122,TQ-ASC4-P2NP,B0H839G6RQ,REPAIR,BLOCKING_DEFECT,90,KEEP,true,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,,b9cf0cdf21c87806e74f3411b0dac9f2d138cb12ab1309f1849d0343e480a362,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/122-TQ-ASC4-P2NP-B0H839G6RQ-b9cf0cdf21c8.jpg,"Uncrustables Peanut Butter & Blackberry Spread Frozen Sandwiches, 90 Count",The blackberry high-count wrapper scene uses carton-front/count-badge art rather than reviewed individual wrapper art.
123,TY-AST2-JE9P,B0H84WQRXB,REPAIR,BLOCKING_DEFECT,24,REGENERATE,false,WRONG_FLAVOR_VISIBLE|MISSING_RECIPE_COMPONENT,,ee5bf3bb4907bbbaf088657009993d185464fa893374f6508a06aff8d97da896,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/123-TY-AST2-JE9P-B0H84WQRXB-ee5bf3bb4907.jpg,"Uncrustables Peanut Butter & Raspberry Spread and Peanut Butter & Mixed Berry Spread Frozen Sandwiches, 2 oz Each, 24 Count",At least one visible product/flavor is not the exact recipe product. At least one required recipe component is not visibly represented.
124,UA-ASAO-RE7Q,B0H784LMG6,REPAIR,BLOCKING_DEFECT,45,KEEP,true,CARTON_COUNT_MATH_MISMATCH,,1df01f9942ea52ccfbc3913978690bddd28ca2529072045f8cb124fa69b93137,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/124-UA-ASAO-RE7Q-B0H784LMG6-1df01f9942ea.jpg,"Uncrustables Peanut Butter & Strawberry Jam Sandwiches, Frozen, 2 oz Each, 45 Count Multipack",Visible retail-carton count/pack-size arithmetic does not exactly reconcile to every recipe quantity.
125,UD-AS9J-QNY6,B0H834L7P6,KEEP,VISUAL_PASS,90,KEEP,false,,,6c2f0b8ce339a4b0858bcf6e2543ffee97c4d4b1a4c89866ab469d574471a7c5,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/125-UD-AS9J-QNY6-B0H834L7P6-6c2f0b8ce339.jpg,"Uncrustables Peanut Butter & Honey Spread Frozen Sandwiches, Individually Wrapped, 90 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
126,UE-ASA6-CLLY,B0H83ZHZ4S,KEEP,VISUAL_PASS,24,KEEP,false,,,2114b973cdb9492e7f856a477b74bf61922b5ffa25c67fc31a6061ef4b06036a,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/126-UE-ASA6-CLLY-B0H83ZHZ4S-2114b973cdb9.jpg,"Uncrustables Peanut Butter & Raspberry Spread and Peanut Butter & Blackberry Spread Frozen Sandwiches, 2 oz Each, 24 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
127,UF-ASA1-GN5P,B0H854DM3X,KEEP,VISUAL_PASS,24,KEEP,false,,,bfd0bb2e2bb51aa0ec11b1195dbb2feb591bf740097ae0ba8a37eb5089a2f868,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/127-UF-ASA1-GN5P-B0H854DM3X-bfd0bb2e2bb5.jpg,"Uncrustables Frozen Peanut Butter and Peanut Butter & Strawberry Jam Sandwich Variety Pack, 24 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
128,UG-ASUO-L4D9,B0H83FP8WW,KEEP,VISUAL_PASS,90,KEEP,false,,,c1f59e6aea8f5b73c1096f2f7ad7f6a1a8206c92d77e041089f8b5136512fc3f,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/128-UG-ASUO-L4D9-B0H83FP8WW-c1f59e6aea8f.jpg,"Smucker's Uncrustables Frozen Peanut Butter & Strawberry Jam Sandwich, 2 oz Each, 90 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
129,UJ-ASQ1-9FNR,B0H82P651P,REPAIR,BLOCKING_DEFECT,24,KEEP,true,RETAILER_BADGE_VISIBLE,,8d6ab260fb5e72107ea1648c8364b3fdb17fe1ecb5995b11a859c6170bd0b14d,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/129-UJ-ASQ1-9FNR-B0H82P651P-8d6ab260fb5e.jpg,"Uncrustables Morning Protein Peanut Butter & Mixed Berry Spread Sandwiches, 2.8 oz, Frozen, 24 Count","Three 8-count cartons reconcile to 24, but every carton visibly carries Only at Target."
130,UY-AS5N-A2E4,B0H83R4M3R,KEEP,VISUAL_PASS,120,KEEP,false,,,3f161b7094f4ae9d94cf90223e358d4dc07d0a5b0083ed648649b379008ff0a7,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/130-UY-AS5N-A2E4-B0H83R4M3R-3f161b7094f4.jpg,"Uncrustables Frozen Peanut Butter & Strawberry Jam Sandwich, 12g Protein, 2.8 oz, 120 Count","Original-resolution visual review found the exact recipe presentation, a visually reconciled carton/wrapper count plan, the approved cooler/Salutem scene, exactly 2 inside + 2 outside gel packs, and no concrete forbidden mark or package-art defect."
131,VA-ASOK-QJCA,B0H85RZDX5,REPAIR,BLOCKING_DEFECT,24,KEEP,true,RETAILER_BADGE_VISIBLE|CARTON_COUNT_MATH_MISMATCH,,c3c91ca192562b66a53a3841127aa4d7ee554de850d02cb5e148e2985c0f8dc4,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/131-VA-ASOK-QJCA-B0H85RZDX5-c3c91ca19256.jpg,"Uncrustables Frozen Crustless Peanut Butter Sandwiches, Apple Cinnamon Jelly & Mixed Berry Variety Pack, 2.8 oz Each, 24 Count",Two 8-count cartons per component communicate 16 + 16 rather than 12 + 12; Beamin' cartons also retain Target marks.
132,VC-ASQE-L5Z5,B0H82QYM85,REPAIR,BLOCKING_DEFECT,45,KEEP,true,CARTON_COUNT_MATH_MISMATCH,,d7cb5cd4b2cae78606c4923423bb88b0f5a57626657d8352ed438552c43665b8,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/132-VC-ASQE-L5Z5-B0H82QYM85-d7cb5cd4b2ca.jpg,"Uncrustables Chocolate Flavored Hazelnut Spread Frozen Sandwiches, 1.8 oz Each, 45 Count",Visible retail-carton count/pack-size arithmetic does not exactly reconcile to every recipe quantity.
133,VC-ASV1-378P,B0H786L5MW,REPAIR,BLOCKING_DEFECT,90,KEEP,true,CARTON_COUNT_MATH_MISMATCH,,8bee40e678a12308d7408b8b60695fbfc5afe21a14774134682476ae418e080d,data/audits/uncrustables-live-main-fetch-20260718-v1/assets/133-VC-ASV1-378P-B0H786L5MW-8bee40e678a1.jpg,"Uncrustables Peanut Butter & Strawberry Jam Frozen Sandwiches, 2 oz Each, 90 Count Multipack",Visible retail-carton count/pack-size arithmetic does not exactly reconcile to every recipe quantity.
