ActualShippingCost	AmazonCategory	AmazonPrice	AmznFeaMAX	ASIN	BuyBoxRotation%	BuyBoxSellerID	BuyBoxShipping	BuyBoxTotal	ChildCount	CMaxItemID	CommissionAmt	CompetitorCount	EAN	EmployeeID	EmployeeName	FBA	FBATotalFee	FolderID	FolderName	IGotBuybox	InvProfileID	InvProfileName	InventoryClassID	IsMasterSKU	IsAmazon	IsBBox	IsFBA	IsLowest	IsOnlyMe	IsSelling	ItemCondition	ItemLocationID	ItemLocationName	ItemName	ItemThumbnail	ItemWight	KitSKU?	KitComponentCount	KitItemID	KitItemIDx	LeadTimeinAmzn	LeadTimeToShip	LotSize	Manufacturer	MAP	MarketPlaceID	MarketPlaceName	MasterSKU	MasterSKUControlsInv	MasterSKUQtyIsSumOfVariations	MaxSellingPrice	MinSellingPrice	MPN	MyCeiling	MyFloor	MyPrice	MyShipping	MyTotal	NewPrice	PurchaseCost	Quantity	RelatedASINs	ReorderQuantity	RepricingModelID	RepricingModelName	SalePrice	SalePriceEnd	SalePriceStart	SalesRank	SKU	SupplierSKU	UPC	VariableClosingFee	WhenAddedToCMax
	Grocery	0.0000		B0F8RFHBGN	0	A2ON382ZMCWPCT	19.0000	72.4500	0	160123131	10.8500	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Beef Broccoli Frozen Dinner Meal, Asian Cuisine, 8 oz, Gift Set � Pack of 8 (2 ct. flavors of each)	em4:I/51tkwjni6dL._SL75_.jpg			0									Amzn US				53.4500	0.0000		53.45	44.02	48.8500	23.5000	72.3500	0.0000		555			59149	never sold				0	742259729331				5/16/2025 5:14:12 AM
	Grocery	0.0000		B0F8RJKYCQ	0	A2ON382ZMCWPCT	25.0000	106.9000	0	160123132	16.0200	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Beef Broccoli Frozen Dinner Meal, Asian Cuisine, 8 oz, Gift Set � Pack of 16 (4 ct. flavors of each)	em4:I/51ZXRlHSHpL._SL75_.jpg			0									Amzn US				83.1000	0.0000		83.1	68.44	74.3000	32.5000	106.8000	0.0000		444			59149	never sold				0	742259729348				5/16/2025 5:14:12 AM
	Grocery	0.0000		B0F8RJLK9M	0	A2ON382ZMCWPCT	19.0000	72.2500	0	160120654	10.8200	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Pepperoni Pizza Snack Rolls Frozen Dinner, 8 oz, Gift Set � Pack of 8 (2 ct. flavors of each)	em4:I/51yMo-nPG7L._SL75_.jpg			0									Amzn US				53.4500	0.0000		53.45	44.02	48.6500	23.5000	72.1500	0.0000		555			59149	never sold				0	742259729355				5/16/2025 2:27:01 AM
	Grocery	0.0000		B0F8RGZ6KC	0	A2ON382ZMCWPCT	25.0000	107.9000	0	160120655	16.1700	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Pepperoni Pizza Snack Rolls Frozen Dinner, 8 oz, Gift Set � Pack of 16 (4 ct. flavors of each)	em4:I/51bySKpgxgL._SL75_.jpg			0									Amzn US				83.1000	0.0000		83.1	68.44	75.3000	32.5000	107.8000	0.0000		777			59149	never sold				0	742259729362				5/16/2025 2:27:01 AM
	Grocery	0.0000		B0F8RCKN4G	0	A2ON382ZMCWPCT	26.0000	126.0600	0	160116852	18.8900	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Boneless Fried Chicken Frozen Meal, 16 oz, Gift Set � Pack of 8	em4:I/51VdLn9cUuL._SL75_.jpg			0									Amzn US				101.8600	0.0000		101.86	83.88	91.9600	34.0000	125.9600	0.0000		555			59149	never sold				0	742259729393				5/15/2025 10:37:29 PM
	Grocery	0.0000		B0F8RCPPMQ	0	A2ON382ZMCWPCT	36.0000	206.2300	0	160116853	30.9200	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Boneless Fried Chicken Frozen Meal, 16 oz, Gift Set � Pack of 16	em4:I/51oNDoNTzYL._SL75_.jpg			0									Amzn US				171.4300	0.0000		171.43	141.18	157.1300	49.0000	206.1300	0.0000		777			59149	never sold				0	742259729409				5/15/2025 10:37:29 PM
	Grocery	0.0000		B0F8RFF4ZK	0	A2ON382ZMCWPCT	26.0000	127.8600	0	160116854	19.1600	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Salisbury Steak Frozen Meal with Mashed Potatoes and Vegetables, 16 oz, Gift Set � Pack of 8	em4:I/51Tj3kYp-SL._SL75_.jpg			0									Amzn US				101.8600	0.0000		101.86	83.88	93.7600	34.0000	127.7600	0.0000		444			59149	never sold				0	742259729416				5/15/2025 10:37:29 PM
	Grocery	0.0000		B0F8RFHV5P	0	A2ON382ZMCWPCT	36.0000	206.2300	0	160116855	30.9200	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Salisbury Steak Frozen Meal with Mashed Potatoes and Vegetables, 16 oz, Gift Set � Pack of 16	em4:I/51hOKDXhZqL._SL75_.jpg			0									Amzn US				171.4300	0.0000		171.43	141.18	157.1300	49.0000	206.1300	0.0000		777			59149	never sold				0	742259729423				5/15/2025 10:37:29 PM
	Grocery	0.0000		B0F8RGP4XD	0	A2ON382ZMCWPCT	24.0000	122.9600	0	160116856	18.4300	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Classic Fried Chicken Frozen Meal, Comfort Food Dinner, 16 oz, Gift Set � Pack of 6	em4:I/51H2+8PybzL._SL75_.jpg			0									Amzn US				99.7600	0.0000		99.76	82.15	91.8600	31.0000	122.8600	0.0000		555			59149	never sold				0	742259729430				5/15/2025 10:37:29 PM
	Grocery	0.0000		B0F8RFQW9D	0	A2ON382ZMCWPCT	34.0000	216.2600	0	160116857	32.4200	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Classic Fried Chicken Frozen Meal, Comfort Food Dinner, 16 oz, Gift Set � Pack of 14	em4:I/51g0sIgv-tL._SL75_.jpg			0									Amzn US				183.4600	0.0000		183.46	151.08	170.1600	46.0000	216.1600	0.0000		777			59149	never sold				0	742259729447				5/15/2025 10:37:29 PM
	Grocery	0.0000		B0F8RF71VM	0	A2ON382ZMCWPCT	26.0000	125.8600	0	160116858	18.8600	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Smokin' Backyard Barbeque Frozen Meal, 16 oz, Gift Set: � Pack of 8	em4:I/51B0YqMFz6L._SL75_.jpg			0									Amzn US				101.8600	0.0000		101.86	83.88	91.7600	34.0000	125.7600	0.0000		777			59149	never sold				0	742259729454				5/15/2025 10:37:29 PM
	Grocery	0.0000		B0F8RD5ZRC	0	A2ON382ZMCWPCT	36.0000	206.2300	0	160116859	30.9200	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Smokin' Backyard Barbeque Frozen Meal, 16 oz, Gift Set: � Pack of 16	em4:I/51uBy9oW3mL._SL75_.jpg			0									Amzn US				171.4300	0.0000		171.43	141.18	157.1300	49.0000	206.1300	0.0000		666			59149	never sold				0	742259729461				5/15/2025 10:37:29 PM
	Grocery	0.0000		B0F8RH1ZQQ	0	A2ON382ZMCWPCT	26.0000	127.8600	0	160120656	19.1600	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Carved White Meat Roasted Turkey Frozen Meal, 16 oz, Gift Set � Pack of 8	em4:I/51yHIUENmcL._SL75_.jpg			0									Amzn US				101.8600	0.0000		101.86	83.88	93.7600	34.0000	127.7600	0.0000		777			59149	never sold				0	742259729478				5/16/2025 2:27:01 AM
	Grocery	0.0000		B0F8RH3R8X	0	A2ON382ZMCWPCT	36.0000	206.2300	0	160120657	30.9200	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Carved White Meat Roasted Turkey Frozen Meal, 16 oz, Gift Set � Pack of 16	em4:I/51yTksQM7mL._SL75_.jpg			0									Amzn US				171.4300	0.0000		171.43	141.18	157.1300	49.0000	206.1300	0.0000		777			59149	never sold				0	742259729485				5/16/2025 2:27:01 AM
	Grocery	0.0000		B0F8RD41H7	0	A2ON382ZMCWPCT	26.0000	126.6600	0	160116860	18.9800	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Home Style Meatloaf Frozen Meal, Comfort Food Dinner, 16 oz, Gift Set � Pack of 8	em4:I/51imbJ41GbL._SL75_.jpg			0									Amzn US				101.8600	0.0000		101.86	83.88	92.5600	34.0000	126.5600	0.0000		666			59149	never sold				0	742259729492				5/15/2025 10:37:29 PM
	Grocery	0.0000		B0F8RFFWPS	0	A2ON382ZMCWPCT	36.0000	204.0300	0	160116861	30.5900	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Home Style Meatloaf Frozen Meal, Comfort Food Dinner, 16 oz, Gift Set � Pack of 16	em4:I/512q3t1EcKL._SL75_.jpg			0									Amzn US				171.4300	0.0000		171.43	141.18	154.9300	49.0000	203.9300	0.0000		555			59149	never sold				0	742259729508				5/15/2025 10:37:29 PM
	Grocery	0.0000		B0F8RK8FJZ	0	A2ON382ZMCWPCT	26.0000	127.8600	0	160120658	19.1600	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Boneless Fried Chicken Frozen Meal, Salisbury Steakl, Smokin' Backyard Barbeque, Home Style Meatloaf, 16 oz, Gift Set � Pack of 8	em4:I/51GbtBpLTmL._SL75_.jpg			0									Amzn US				101.8600	0.0000		101.86	83.88	93.7600	34.0000	127.7600	0.0000		666			59149	never sold				0	742259729515				5/16/2025 2:27:01 AM
	Grocery	0.0000		B0F8RJQKZN	0	A2ON382ZMCWPCT	36.0000	197.8300	0	160120659	29.6600	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Boneless Fried Chicken Frozen Meal, Salisbury Steakl, Smokin' Backyard Barbeque, Home Style Meatloaf, 16 oz, Gift Set � Pack of 16	em4:I/51O88NigOOL._SL75_.jpg			0									Amzn US				171.4300	0.0000		171.43	141.18	148.7300	49.0000	197.7300	0.0000		444			59149	never sold				0	742259729522				5/16/2025 2:27:01 AM
	Grocery	0.0000		B0F91MVM5H	0	A2ON382ZMCWPCT	20.0000	91.2300	0	160147782	13.6700	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Frozen Baby Broccoli Florets, Premium Vegetable, 12.6 oz, Gift Set � Pack of 10	em4:I/511edHVPMXL._SL75_.jpg			0									Amzn US				71.2300	0.0000		78.35	64.53	66.1300	25.0000	91.1300	0.0000		777								566758	742259729560				5/17/2025 4:22:23 PM
	Grocery	0.0000		B0F91N21HW	0	A2ON382ZMCWPCT	26.0000	130.7300	0	160147783	19.5900	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Frozen Baby Broccoli Florets, Premium Vegetable, 12.6 oz, Gift Set � Pack of 16	em4:I/51vpSYLv7BL._SL75_.jpg			0									Amzn US				105.1300	0.0000		105.13	86.58	96.6300	34.0000	130.6300	0.0000		777			59149	never sold				0	742259729577				5/17/2025 4:22:23 PM
	Grocery	0.0000		B0F91TKXMD	0	A2ON382ZMCWPCT	21.0000	91.0300	0	160147784	13.6400	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Steamable Super Sweet Corn, Frozen Vegetable, 10 oz, Gift Set � Pack of 10	em4:I/512e3eHXpKL._SL75_.jpg			0									Amzn US				71.2300	0.0000		71.23	58.66	64.4300	26.5000	90.9300	0.0000		666			59149	never sold				0	742259729584				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91MJSBK	0	A2ON382ZMCWPCT	27.6000	131.5300	0	160147785	19.7100	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Steamable Super Sweet Corn, Frozen Vegetable, 10 oz, Gift Set � Pack of 16	em4:I/51WqM8tpf3L._SL75_.jpg			0									Amzn US				105.1300	0.0000		105.13	86.58	95.0300	36.4000	131.4300	0.0000		555			59149	never sold				0	742259729591				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91Q91WX	0	A2ON382ZMCWPCT	24.0000	95.1700	0	160147786	14.2600	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Frozen Tri-Colored Pepper & Onion Medley, 14.4 oz, Gift Set: � Pack of 10	em4:I/51WJNZI7JUL._SL75_.jpg			0									Amzn US				71.2300	0.0000		71.23	58.66	64.0700	31.0000	95.0700	0.0000		777			59149	never sold				232335	742259729607				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91MD76H	0	A2ON382ZMCWPCT	32.4000	136.3300	0	160147787	20.4300	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Frozen Tri-Colored Pepper & Onion Medley, 14.4 oz, Gift Set: � Pack of 16	em4:I/51qYYicY1JL._SL75_.jpg			0									Amzn US				105.1300	0.0000		105.13	86.58	92.6300	43.6000	136.2300	0.0000		555			59149	never sold				0	742259729614				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91TBL5T	0	A2ON382ZMCWPCT	22.0000	93.2300	0	160147788	13.9700	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Steamable Broccoli Florets, Frozen Vegetable, 10.8 oz, Gift Set � Pack of 10	em4:I/51bO5Ld8UYL._SL75_.jpg			0									Amzn US				71.2300	0.0000		71.23	58.66	65.1300	28.0000	93.1300	0.0000		777			59149	never sold				0	742259729621				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91SLKLK	0	A2ON382ZMCWPCT	29.2000	134.3300	0	160147789	20.1300	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Steamable Broccoli Florets, Frozen Vegetable, 10.8 oz, Gift Set � Pack of 16	em4:I/51nxL0AlwjL._SL75_.jpg			0									Amzn US				105.1300	0.0000		115.64	95.24	95.4300	38.8000	134.2300	0.0000		777								660652	742259729638				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91MLLG5	0	A2ON382ZMCWPCT	21.0000	92.2300	0	160147790	13.8200	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Steamable Edamame Pods, Frozen Vegetables, 10 oz, Gift Set � Pack of 10	em4:I/515pmOrWeFL._SL75_.jpg			0									Amzn US				71.2300	0.0000		78.35	64.53	65.6300	26.5000	92.1300	0.0000		666								341689	742259729645				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91PM3DQ	0	A2ON382ZMCWPCT	27.6000	132.7300	0	160147791	19.8900	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Steamable Edamame Pods, Frozen Vegetables, 10 oz, Gift Set � Pack of 16	em4:I/51zt1vjipyL._SL75_.jpg			0									Amzn US				105.1300	0.0000		115.64	95.24	96.2300	36.4000	132.6300	0.0000		444								553398	742259729652				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91LC37P	0	A2ON382ZMCWPCT	21.0000	92.2300	0	160147792	13.8200	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Steamable Frozen Sweet Peas, 10 oz, Gift Set � Pack of 10	em4:I/51NFZz1q5XL._SL75_.jpg			0									Amzn US				71.2300	0.0000		71.23	58.66	65.6300	26.5000	92.1300	0.0000		777			59149	never sold				0	742259729669				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91N72HK	0	A2ON382ZMCWPCT	27.6000	131.5300	0	160147793	19.7100	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Steamable Frozen Sweet Peas, 10 oz, Gift Set � Pack of 16	em4:I/51FqcFyS4OL._SL75_.jpg			0									Amzn US				105.1300	0.0000		105.13	86.58	95.0300	36.4000	131.4300	0.0000		666			59149	never sold				0	742259729676				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91P5JWT	0	A2ON382ZMCWPCT	21.0000	92.2300	0	160147794	13.8200	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Steamable Mixed Vegetables, Frozen Vegetable Medley, 10 oz, Gift Set � Pack of 10	em4:I/51tIYl6iEfL._SL75_.jpg			0									Amzn US				71.2300	0.0000		71.23	58.66	65.6300	26.5000	92.1300	0.0000		555			59149	never sold				633757	742259729683				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91Q2ZZZ	0	A2ON382ZMCWPCT	27.6000	131.5300	0	160147795	19.7100	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Steamable Mixed Vegetables, Frozen Vegetable Medley, 10 oz, Gift Set � Pack of 16	em4:I/51BKYgGrVzL._SL75_.jpg			0									Amzn US				105.1300	0.0000		105.13	86.58	95.0300	36.4000	131.4300	0.0000		777			59149	never sold				0	742259729690				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91MRR7L	0	A2ON382ZMCWPCT	18.6000	76.3000	0	160147796	11.4300	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Frozen Chopped Spinach, Nutrient-Rich Leafy Greens, 10 oz, Gift Set � Pack of 6	em4:I/51cKsNs4lgL._SL75_.jpg			0									Amzn US				57.7000	0.0000		57.7	47.52	53.3000	22.9000	76.2000	0.0000		777			59149	never sold				0	742259729706				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91Q8C72	0	A2ON382ZMCWPCT	25.2000	116.4000	0	160147797	17.4400	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Frozen Chopped Spinach, Nutrient-Rich Leafy Greens, 10 oz, Gift Set � Pack of 12	em4:I/51AchWJwvQL._SL75_.jpg			0									Amzn US				91.6000	0.0000		91.6	75.44	83.5000	32.8000	116.3000	0.0000		777			59149	never sold				0	742259729713				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91Q8T4D	0	A2ON382ZMCWPCT	22.0000	93.2300	0	160147798	13.9700	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Steamable Mixed Vegetables, Frozen Vegetable, 10.8 oz, Gift Set � Pack of 10	em4:I/51JVZgiIRBL._SL75_.jpg			0									Amzn US				71.2300	0.0000		78.35	64.53	65.1300	28.0000	93.1300	0.0000		777								440141	742259729720				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91P5JWW	0	A2ON382ZMCWPCT	29.2000	132.5300	0	160147799	19.8600	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Steamable Mixed Vegetables, Frozen Vegetable, 10.8 oz, Gift Set � Pack of 16	em4:I/51X1ZyBo+pL._SL75_.jpg			0									Amzn US				105.1300	0.0000		105.13	86.58	93.6300	38.8000	132.4300	0.0000		444			59149	never sold				0	742259729737				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91P37ZX	0	A2ON382ZMCWPCT	23.0000	113.4300	0	160147800	17.0000	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Frozen Crispy Green Beans, Vegetable Snack, 12 oz, Gift Set � Pack of 10	em4:I/51jsf6dRG4L._SL75_.jpg			0									Amzn US				91.6300	0.0000		91.63	75.46	83.8300	29.5000	113.3300	0.0000		555			59149	never sold				0	742259729744				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91N4B6Z	0	A2ON382ZMCWPCT	30.8000	158.6500	0	160147801	23.7800	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Frozen Crispy Green Beans, Vegetable Snack, 12 oz, Gift Set � Pack of 16	em4:I/51GxoxQo6gL._SL75_.jpg			0									Amzn US				137.7700	0.0000		137.77	113.46	117.3500	41.2000	158.5500	0.0000		777			59149	never sold				0	742259729751				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91P9PVN	0	A2ON382ZMCWPCT	20.0000	123.3700	0	160147802	18.4900	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Steamable Frozen Asparagus Spears, 8 oz, Gift Set � Pack of 10	em4:I/51xtM-wN-OL._SL75_.jpg			0									Amzn US				103.5300	0.0000		113.88	93.79	98.2700	25.0000	123.2700	0.0000		777								597155	742259729768				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91MNBN9	0	A2ON382ZMCWPCT	26.0000	181.6100	0	160147803	27.2300	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Steamable Frozen Asparagus Spears, 8 oz,Gift Set � Pack of 16	em4:I/51bmg7hlE5L._SL75_.jpg			0									Amzn US				156.8100	0.0000		156.81	129.14	147.5100	34.0000	181.5100	0.0000		555			59149	never sold				0	742259729775				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91PSLPT	0	A2ON382ZMCWPCT	22.0000	92.0300	0	160147804	13.7900	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Steamable Frozen Gold & White Corn, 10.8 oz, Gift Set: � Pack of 10	em4:I/51xdxQhwukL._SL75_.jpg			0									Amzn US				71.2300	0.0000		71.23	58.66	63.9300	28.0000	91.9300	0.0000		444			59149	never sold				0	742259729782				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91MYHW9	0	A2ON382ZMCWPCT	29.2000	134.1300	0	160147805	20.1000	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Steamable Frozen Gold & White Corn, 10.8 oz, Gift Set: � Pack of 16	em4:I/518zQHBLFML._SL75_.jpg			0									Amzn US				105.1300	0.0000		105.13	86.58	95.2300	38.8000	134.0300	0.0000		666			59149	never sold				0	742259729799				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91N6ZTZ	0	A2ON382ZMCWPCT	22.0000	110.2300	0	160147806	16.5200	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Asian Medley Frozen Vegetables, 10.8 oz, Gift Set � Pack of 10	em4:I/515c3TfRnVL._SL75_.jpg			0									Amzn US				88.2300	0.0000		88.23	72.66	82.1300	28.0000	110.1300	0.0000		555			59149	never sold				620805	742259729805				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F91PMSKL	0	A2ON382ZMCWPCT	29.2000	160.3300	0	160147807	24.0300	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Asian Medley Frozen Vegetables, 10.8 oz, Gift Set � Pack of 16	em4:I/51A2RoBiIhL._SL75_.jpg			0									Amzn US				132.3300	0.0000		132.33	108.98	121.4300	38.8000	160.2300	0.0000		666			59149	never sold				0	742259729812				5/17/2025 4:22:24 PM
	Grocery	0.0000		B0F9421HCJ	0	A2ON382ZMCWPCT	20.0000	91.2300	0	160157260	13.6700	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Steamable Broccoli Cauliflower Carrots Vegetable Medley, 12 oz, Gift Set � Pack of 10	em4:I/51oBk2I-xDL._SL75_.jpg			0									Amzn US				71.2300	0.0000		78.35	64.53	66.1300	25.0000	91.1300	0.0000		444								486175	742259729836				5/19/2025 1:27:49 PM
	Grocery	0.0000		B0F941HMWK	0	A2ON382ZMCWPCT	26.0000	129.9300	0	160157261	19.4700	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Steamable Broccoli Cauliflower Carrots Vegetable Medley, 12 oz, Gift Set � Pack of 16	em4:I/51x02C8ccUL._SL75_.jpg			0									Amzn US				105.1300	0.0000		105.13	86.58	95.8300	34.0000	129.8300	0.0000		555			59149	never sold				0	742259729843				5/19/2025 1:27:49 PM
	Grocery	0.0000		B0F94278TG	100	MySelf	28.0000	146.6100	0	160157262	21.9900	2				N		1217266	AmznUS-InvImp	1				N		Y	N	Y		Y	New			Salutem Vita � Frozen Sauced Cheesy Broccoli, 10.8 oz, Gift Set � Pack of 10	em4:I/51UpV+UKGGL._SL75_.jpg			0									Amzn US				118.6100	87.8600		118.61	103.36	118.6100	28.0000	146.6100	0.0000	43.0000	777			59149	never sold				0	742259729850				5/19/2025 1:27:49 PM
	Grocery	0.0000		B0F93Z3LNF	0	A2ON382ZMCWPCT	29.2000	133.1300	0	160157263	19.9500	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Frozen Sauced Cheesy Broccoli, 10.8 oz, Gift Set � Pack of 16	em4:I/51nS32TWgVL._SL75_.jpg			0									Amzn US				105.1300	0.0000		105.13	86.58	94.2300	38.8000	133.0300	0.0000		666			59149	never sold				0	742259729867				5/19/2025 1:27:49 PM
	Grocery	0.0000		B0F93YD5H4	0	A2ON382ZMCWPCT	22.0000	93.2300	0	160157264	13.9700	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Steamable Frozen Brussels Sprouts, Vegetable Side Dish, 10.8 oz, Gift Set � Pack of 10	em4:I/51Z-i2YQ7vL._SL75_.jpg			0									Amzn US				71.2300	0.0000		78.35	64.53	65.1300	28.0000	93.1300	0.0000		444								403360	742259729874				5/19/2025 1:27:49 PM
	Grocery	0.0000		B0F941FKMS	0	A2ON382ZMCWPCT	29.2000	134.1300	0	160157265	20.1000	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Steamable Frozen Brussels Sprouts, Vegetable Side Dish, 10.8 oz, Gift Set � Pack of 16	em4:I/51TQlk9sAYL._SL75_.jpg			0									Amzn US				105.1300	0.0000		105.13	86.58	95.2300	38.8000	134.0300	0.0000		555			59149	never sold				0	742259729881				5/19/2025 1:27:49 PM
	Grocery	0.0000		B0F93XYY7B	0	A2ON382ZMCWPCT	24.0000	113.8300	0	160157266	17.0600	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Oven Roasters Frozen Broccoli & Cauliflower, 14 oz, Gift Set � Pack of 10	em4:I/51-BKXo0qUL._SL75_.jpg			0									Amzn US				91.6300	0.0000		91.63	75.46	82.7300	31.0000	113.7300	0.0000		444			59149	never sold				0	742259729898				5/19/2025 1:27:49 PM
	Grocery	0.0000		B0F93YPVP6	0	A2ON382ZMCWPCT	32.4000	168.3700	0	160157267	25.2400	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Oven Roasters Frozen Broccoli & Cauliflower, 14 oz, Gift Set � Pack of 16	em4:I/51fHe1X4LaL._SL75_.jpg			0									Amzn US				137.7700	0.0000		137.77	113.46	124.6700	43.6000	168.2700	0.0000		555			59149	never sold				0	742259729904				5/19/2025 1:27:49 PM
	Grocery	0.0000		B0F93X5P49	0	A2ON382ZMCWPCT	21.0000	112.5100	0	160157268	16.8600	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Frozen Veggie Made Cheddar Mac & Cheese, 10 oz, Gift Set � Pack of 10	em4:I/51DaexdQh8L._SL75_.jpg			0									Amzn US				91.6300	0.0000		100.79	83.01	85.9100	26.5000	112.4100	0.0000		666								544202	742259729911				5/19/2025 1:27:49 PM
	Grocery	0.0000		B0F93YVWZB	0	A2ON382ZMCWPCT	27.6000	164.1700	0	160157269	24.6100	2				N		1217266	AmznUS-InvImp	0				N		N	N	Y		Y	New			Salutem Vita � Frozen Veggie Made Cheddar Mac & Cheese, 10 oz, Gift Set � Pack of 16	em4:I/511JzspET6L._SL75_.jpg			0									Amzn US				137.7700	0.0000		137.77	113.46	127.6700	36.4000	164.0700	0.0000		555			59149	never sold				0	742259729928				5/19/2025 1:27:49 PM
