ordinal,sku,asin,catalog_status,main_status,main_reason_codes,main_repair_readiness,gallery_status,gallery_planned_action,gallery_secondary_count,text_status,structured_status,amazon_pricing_status,amazon_observed_price,canonical_base_price,canonical_floor_price,canonical_price_basis,launch_status,launch_arm,launch_lever,channelmax_status,channelmax_observed_asin,channelmax_identity_exact_match,channelmax_model,channelmax_price,channelmax_floor,channelmax_ceiling,readiness,primary_blocker,blocker_codes,latest_evidence_at
50,HX-ASO8-XCL2,B0H832SD15,ACTIVE_COHORT_IN_SEALED_PLAN,VISUAL_KEEP_PROVENANCE_PENDING,,NOT_APPLICABLE_STRICT_KEEP,REBUILD_NOT_APPLIED,REBUILD_GALLERY,6,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,130.99,130.99,114.27,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_12,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H832SD15,true,Default,130.99,113.66,138.02,NOT_PROVEN_IDEAL,MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
51,HZ-ASPS-4L22,B0H857K38C,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,GENERIC_OR_UNBRANDED_PACKAGE,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,76.99,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H857K38C,true,Default,76.99,72.64,88.2,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
52,JC-ASM4-XXW7,B0H84ZL156,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,WRONG_NUTRITION_OR_VARIANT_TEXT,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H84ZL156,true,Default,0,70.88,86.08,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
53,JH-ASV9-Z46X,B0H8369PMK,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,LOOSE_ICE_VISIBLE,BLOCKED_AUTHENTICITY_PROVENANCE,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H8369PMK,true,Default,0,77.64,94.27,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
54,JL-ASUC-JUZE,B0H831MXGD,ACTIVE_COHORT_IN_SEALED_PLAN,VISUAL_KEEP_PROVENANCE_PENDING,,NOT_APPLICABLE_STRICT_KEEP,REBUILD_NOT_APPLIED,REBUILD_GALLERY,5,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,114.27,130.99,114.27,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_12,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H831MXGD,true,Default,114.27,114.59,139.15,NOT_PROVEN_IDEAL,MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
55,JS-AS5F-QB8T,B0H822TJ7C,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,GEL_PACK_COUNT_OR_LAYOUT_FAIL,BLOCKED_AUTHENTICITY_PROVENANCE,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,85.99,74.75,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H822TJ7C,true,Default,0,93.13,113.09,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
56,JT-ASKD-KS8T,B0H83Z6S3Q,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,6,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,297.99,297.99,258.57,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83Z6S3Q,true,Default,297.99,281.91,342.31,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
57,JU-ASM0-KV4Z,B0H8462L4S,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,WRONG_FLAVOR_VISIBLE|MISSING_RECIPE_COMPONENT|WRONG_NUTRITION_OR_VARIANT_TEXT,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,76.99,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H8462L4S,true,Default,76.99,64.38,78.18,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
58,JU-ASYC-SSJD,B0H854C7SZ,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,GENERIC_OR_UNBRANDED_PACKAGE|PRODUCT_PHYSICAL_SEATING_FAIL,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,76.99,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H854C7SZ,true,Default,76.99,64.14,77.88,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
59,JY-ASPW-LB4K,B0H84621N6,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,WRONG_FLAVOR_VISIBLE|MISSING_RECIPE_COMPONENT,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H84621N6,true,Default,0,71.14,86.38,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
60,KD-AS12-8HZ3,B0H845JBM6,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_FLOOR_POINT_IN_TIME,52.29,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H845JBM6,true,Default,52.29,46.64,56.63,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_BELOW_FLOOR|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
61,KN-ASYZ-ST4M,B0H83XBXHX,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83XBXHX,true,Default,0,71.14,86.38,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
62,KP-ASYC-RN84,B0H83FYZR3,ACTIVE_COHORT_IN_SEALED_PLAN,VISUAL_KEEP_PROVENANCE_PENDING,,NOT_APPLICABLE_STRICT_KEEP,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,NO_OFFER_POINT_IN_TIME,,252.99,219.57,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83FYZR3,true,Default,0,285.02,346.1,NOT_PROVEN_IDEAL,MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED,AMAZON_PRICING_NO_OFFER|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
63,LH-ASP7-KZR4,B0H82XNFRW,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,INDIVIDUAL_WRAPPER_HAS_CARTON_COUNT_BADGE|MINI_CARTON_PRESENTED_AS_WRAPPER,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,5,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,252.99,252.99,219.57,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H82XNFRW,true,Default,252.99,221.27,268.69,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
64,LJ-ASYO-FWJK,B0H853SHVC,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH|MISSING_RECIPE_COMPONENT|WRONG_NUTRITION_OR_VARIANT_TEXT,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,76.99,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H853SHVC,true,Default,76.99,64.38,78.18,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
65,LK-AS7X-K43B,B0H84CGGXL,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,FICTIONAL_OR_ALTERED_PACKAGE_ART|GENERIC_OR_UNBRANDED_PACKAGE,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,76.99,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H84CGGXL,true,Default,76.99,64.38,78.18,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
66,LP-AS9J-HSVB,B0H82B7KK1,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,5,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,76.99,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H82B7KK1,true,Default,76.99,64.64,78.48,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
67,LU-ASK0-LSDF,B0H84YZDB7,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH|FICTIONAL_OR_ALTERED_PACKAGE_ART|GENERIC_OR_UNBRANDED_PACKAGE,BLOCKED_AUTHENTICITY_PROVENANCE,REBUILD_NOT_APPLIED,REBUILD_GALLERY,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,BELOW_EXPECTED_POINT_IN_TIME,66.98,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,B,SALEPRICE_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H84YZDB7,true,Default,66.98,64.89,78.79,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_BELOW_EXPECTED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
68,ME-AS1I-SEX2,B0H83RVHNF,ACTIVE_COHORT_IN_SEALED_PLAN,REPAIR_REQUIRED,CARTON_COUNT_MATH_MISMATCH,BLOCKED_AUTHENTICITY_PROVENANCE,KEEP_NO_WRITE_POINT_IN_TIME,KEEP,7,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,252.99,252.99,219.57,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H83RVHNF,true,Default,252.99,223.14,270.96,NOT_PROVEN_IDEAL,MAIN_AUTHENTICITY_PROVENANCE_BLOCKED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_LATEST_READBACK_REQUIRED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_AUTHENTICITY_PROVENANCE_BLOCKED|MAIN_IMAGE_REPAIR_REQUIRED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
69,MF-AS0J-YRT4,B0H82NHQCL,ACTIVE_COHORT_IN_SEALED_PLAN,VISUAL_KEEP_PROVENANCE_PENDING,,NOT_APPLICABLE_STRICT_KEEP,REBUILD_NOT_APPLIED,REBUILD_GALLERY,5,VERIFIED_POINT_IN_TIME,VERIFIED_POINT_IN_TIME,MATCH_EXPECTED_POINT_IN_TIME,76.99,76.99,66.95,LIVE_AUDIT,PROPOSED_NOT_OWNER_APPROVED_OR_APPLIED,A,COUPON_13,LIVE_DEFAULT_MODEL_OVERWRITE_RISK,B0H82NHQCL,true,Default,76.99,64.14,77.88,NOT_PROVEN_IDEAL,MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED,AMAZON_PRICING_LATEST_READBACK_REQUIRED|CHANNELMAX_DEFAULT_MODEL_OVERWRITE_RISK|FINAL_DELAYED_READBACK_NOT_COMPLETE|GALLERY_CARD_WORDING_NOT_ESTABLISHED_BY_INPUTS|GALLERY_REBUILD_NOT_VERIFIED|LAUNCH_PROMOTION_NOT_OWNER_APPROVED_OR_APPLIED|MAIN_IMAGE_PROVENANCE_GATE_NOT_ESTABLISHED|STRUCTURED_ATTRIBUTES_LATEST_READBACK_REQUIRED|TEXT_LATEST_READBACK_REQUIRED,2026-07-19T00:35:37.000Z
